POA,V,I,P,Energy
841,590,13,1241,621
882,583,14,1286,643
882,583,14,1286,643
842,587,13,1258,629
842,587,13,1258,629
708,586,11,1022,511
708,586,11,1022,511
503,602,9,843,422
503,602,9,843,422
291,618,5,494,247
291,618,5,494,247
42,597,1,134,67
42,597,1,134,67
101,604,0,34,17
101,604,0,34,17
312,618,3,284,142
312,618,3,284,142
532,595,7,703,352
532,595,7,703,352
699,608,10,1018,509
699,608,10,1018,509
804,595,12,1155,578
804,595,12,1155,578
831,580,13,1218,609
831,580,13,1218,609
777,592,12,1135,567
777,592,12,1135,567
644,605,10,984,492
644,605,10,984,492
448,617,8,750,375
448,617,8,750,375
177,629,4,446,223
177,629,4,446,223
19,611,1,120,60
19,611,1,120,60
23,563,0,20,10
23,563,0,20,10
102,624,1,115,57
102,624,1,115,57
322,653,3,327,163
322,653,3,327,163
533,655,6,590,295
533,655,6,590,295
650,614,14,1370,685
650,614,14,1370,685
748,602,13,1285,642
748,602,13,1285,642
722,592,12,1160,580
722,592,12,1160,580
629,604,11,1094,547
629,604,11,1094,547
439,624,8,795,397
439,624,8,795,397
208,634,4,456,228
208,634,4,456,228
28,623,1,124,62
28,623,1,124,62
93,606,0,42,21
93,606,0,42,21
280,618,3,267,134
280,618,3,267,134
461,617,4,372,186
461,617,4,372,186
576,634,8,769,385
576,634,8,769,385
700,610,12,1145,573
700,610,12,1145,573
746,590,13,1251,625
746,590,13,1251,625
654,589,12,1186,593
654,589,12,1186,593
611,612,10,1041,520
611,612,10,1041,520
432,623,8,776,388
432,623,8,776,388
199,633,4,444,222
199,633,4,444,222
27,619,1,118,59
27,619,1,118,59
92,601,0,42,21
92,601,0,42,21
183,617,4,350,175
183,617,4,350,175
311,638,2,221,111
311,638,2,221,111
575,649,5,490,245
575,649,5,490,245
787,597,12,1168,584
787,597,12,1168,584
797,582,13,1212,606
797,582,13,1212,606
675,583,11,1049,524
675,583,11,1049,524
635,589,11,1003,501
635,589,11,1003,501
455,611,8,788,394
455,611,8,788,394
207,623,4,419,210
207,623,4,419,210
22,619,2,159,80
22,619,2,159,80
54,589,0,34,17
54,589,0,34,17
205,639,2,161,80
205,639,2,161,80
435,628,5,498,249
435,628,5,498,249
615,611,10,975,487
615,611,10,975,487
786,592,9,878,439
786,592,9,878,439
859,580,13,1254,627
859,580,13,1254,627
812,576,13,1190,595
812,576,13,1190,595
687,588,11,1001,501
687,588,11,1001,501
495,603,8,812,406
495,603,8,812,406
251,613,5,477,238
251,613,5,477,238
35,613,1,129,64
35,613,1,129,64
96,588,0,35,17
96,588,0,35,17
257,625,4,387,193
257,625,4,387,193
337,632,5,471,236
337,632,5,471,236
501,631,5,539,269
501,631,5,539,269
620,597,9,863,432
620,597,9,863,432
747,594,11,1015,508
747,594,11,1015,508
381,592,8,743,371
381,592,8,743,371
271,623,2,212,106
271,623,2,212,106
148,618,2,182,91
148,618,2,182,91
67,583,0,38,19
67,583,0,38,19
15,628,1,119,59
15,628,1,119,59
113,611,0,42,21
113,611,0,42,21
340,636,3,297,149
340,636,3,297,149
558,586,7,703,351
558,586,7,703,351
727,603,11,1023,512
727,603,11,1023,512
834,594,12,1176,588
834,594,12,1176,588
866,582,13,1247,624
866,582,13,1247,624
794,581,13,1187,594
794,581,13,1187,594
672,593,12,1114,557
672,593,12,1114,557
499,606,8,752,376
499,606,8,752,376
252,615,4,369,185
252,615,4,369,185
36,602,1,124,62
36,602,1,124,62
111,586,0,37,19
111,586,0,37,19
341,631,3,343,171
341,631,3,343,171
561,572,8,742,371
561,572,8,742,371
741,591,11,1052,526
741,591,11,1052,526
858,578,13,1211,605
858,578,13,1211,605
896,569,14,1259,630
896,569,14,1259,630
851,569,13,1235,617
851,569,13,1235,617
727,583,11,1061,531
727,583,11,1061,531
531,592,8,802,401
531,592,8,802,401
278,605,5,472,236
278,605,5,472,236
41,602,1,126,63
41,602,1,126,63
124,577,0,37,19
124,577,0,37,19
354,629,4,353,176
354,629,4,353,176
578,576,8,773,386
578,576,8,773,386
760,596,11,1088,544
760,596,11,1088,544
879,584,14,1270,635
879,584,14,1270,635
919,579,14,1337,668
919,579,14,1337,668
876,570,14,1257,628
876,570,14,1257,628
753,579,12,1108,554
753,579,12,1108,554
561,594,9,863,431
561,594,9,863,431
311,609,5,517,258
311,609,5,517,258
50,603,2,152,76
50,603,2,152,76
372,628,4,361,180
372,628,4,361,180
595,579,8,794,397
595,579,8,794,397
771,602,11,1097,549
771,602,11,1097,549
884,590,14,1284,642
884,590,14,1284,642
919,578,14,1318,659
919,578,14,1318,659
872,578,13,1220,610
872,578,13,1220,610
746,589,12,1095,547
746,589,12,1095,547
552,598,9,823,412
552,598,9,823,412
304,615,5,488,244
304,615,5,488,244
48,613,1,130,65
48,613,1,130,65
108,609,0,46,23
108,609,0,46,23
338,631,3,332,166
338,631,3,332,166
563,584,8,736,368
563,584,8,736,368
745,597,11,1040,520
745,597,11,1040,520
863,579,13,1220,610
863,579,13,1220,610
900,573,14,1277,638
900,573,14,1277,638
850,578,14,1279,640
850,578,14,1279,640
719,583,12,1099,550
719,583,12,1099,550
522,595,9,830,415
522,595,9,830,415
274,609,5,493,246
274,609,5,493,246
42,605,1,146,73
42,605,1,146,73
137,583,0,36,18
137,583,0,36,18
374,628,4,375,188
374,628,4,375,188
599,582,9,804,402
599,582,9,804,402
779,599,12,1129,565
779,599,12,1129,565
894,594,14,1313,657
894,594,14,1313,657
928,586,14,1346,673
928,586,14,1346,673
875,584,14,1307,654
875,584,14,1307,654
741,595,12,1157,578
741,595,12,1157,578
537,608,9,871,436
537,608,9,871,436
279,623,5,500,250
279,623,5,500,250
42,608,2,152,76
42,608,2,152,76
111,604,0,48,24
111,604,0,48,24
338,627,3,346,173
338,627,3,346,173
563,577,8,742,371
563,577,8,742,371
744,603,11,1099,549
744,603,11,1099,549
861,591,13,1268,634
861,591,13,1268,634
891,577,14,1331,666
891,577,14,1331,666
826,578,14,1266,633
826,578,14,1266,633
680,588,12,1101,550
680,588,12,1101,550
473,601,8,821,411
473,601,8,821,411
227,608,5,482,241
227,608,5,482,241
33,599,1,128,64
33,599,1,128,64
112,589,0,45,22
112,589,0,45,22
329,627,3,334,167
329,627,3,334,167
545,577,8,717,359
545,577,8,717,359
708,596,11,1042,521
708,596,11,1042,521
806,589,12,1166,583
806,589,12,1166,583
831,577,13,1231,616
831,577,13,1231,616
778,584,13,1192,596
778,584,13,1192,596
646,590,10,996,498
646,590,10,996,498
449,601,8,728,364
449,601,8,728,364
214,612,4,403,202
214,612,4,403,202
32,597,1,123,62
32,597,1,123,62
123,593,1,58,29
123,593,1,58,29
339,627,3,281,141
339,627,3,281,141
553,586,7,639,320
553,586,7,639,320
722,609,10,935,468
722,609,10,935,468
826,597,12,1160,580
826,597,12,1160,580
854,586,13,1240,620
854,586,13,1240,620
800,584,13,1195,598
800,584,13,1195,598
667,589,11,1026,513
667,589,11,1026,513
469,600,8,762,381
469,600,8,762,381
228,609,4,443,221
228,609,4,443,221
35,592,1,109,54
35,592,1,109,54
121,586,0,45,23
121,586,0,45,23
331,625,4,350,175
331,625,4,350,175
541,578,8,724,362
541,578,8,724,362
720,605,11,1038,519
720,605,11,1038,519
826,589,12,1162,581
826,589,12,1162,581
837,585,12,1155,577
837,585,12,1155,577
786,583,13,1203,602
786,583,13,1203,602
638,593,10,960,480
638,593,10,960,480
437,579,4,364,182
437,579,4,364,182
123,614,5,474,237
123,614,5,474,237
22,588,1,85,43
22,588,1,85,43
23,587,0,38,19
23,587,0,38,19
160,614,1,91,45
160,614,1,91,45
284,647,4,395,198
284,647,4,395,198
303,618,2,228,114
303,618,2,228,114
291,647,4,449,225
291,647,4,449,225
441,640,5,507,254
441,640,5,507,254
273,637,4,446,223
273,637,4,446,223
181,627,2,181,90
181,627,2,181,90
172,644,4,437,218
172,644,4,437,218
63,641,3,280,140
63,641,3,280,140
11,614,1,94,47
11,614,1,94,47
85,586,0,34,17
85,586,0,34,17
132,628,1,121,61
132,628,1,121,61
134,627,1,118,59
134,627,1,118,59
172,633,1,140,70
172,633,1,140,70
184,644,2,250,125
184,644,2,250,125
197,659,3,355,178
197,659,3,355,178
127,627,2,155,78
127,627,2,155,78
48,637,2,203,102
48,637,2,203,102
13,611,1,89,44
13,611,1,89,44
57,597,0,46,23
57,597,0,46,23
146,634,2,195,97
146,634,2,195,97
383,627,4,435,218
383,627,4,435,218
665,636,6,624,312
665,636,6,624,312
753,648,6,622,311
753,648,6,622,311
650,623,8,831,416
650,623,8,831,416
368,619,8,752,376
368,619,8,752,376
283,628,5,530,265
283,628,5,530,265
243,624,10,1050,525
243,624,10,1050,525
139,615,2,245,122
139,615,2,245,122
17,637,3,289,144
17,637,3,289,144
110,620,1,81,41
110,620,1,81,41
290,642,5,522,261
290,642,5,522,261
578,612,7,689,345
578,612,7,689,345
693,599,13,1274,637
693,599,13,1274,637
879,594,13,1202,601
879,594,13,1202,601
934,580,16,1466,733
934,580,16,1466,733
878,590,15,1416,708
878,590,15,1416,708
742,594,13,1254,627
742,594,13,1254,627
543,607,10,994,497
543,607,10,994,497
296,620,6,607,303
296,620,6,607,303
51,618,2,193,97
51,618,2,193,97
166,588,0,32,16
166,588,0,32,16
409,558,5,489,244
409,558,5,489,244
635,585,10,934,467
635,585,10,934,467
815,598,13,1253,626
815,598,13,1253,626
927,589,14,1320,660
927,589,14,1320,660
962,583,16,1480,740
962,583,16,1480,740
915,579,15,1405,703
915,579,15,1405,703
787,588,13,1248,624
787,588,13,1248,624
592,599,10,978,489
592,599,10,978,489
344,621,6,603,302
344,621,6,603,302
67,619,2,189,94
67,619,2,189,94
171,587,0,35,18
171,587,0,35,18
417,652,5,494,247
417,652,5,494,247
646,585,10,944,472
646,585,10,944,472
827,589,13,1261,630
827,589,13,1261,630
941,572,15,1402,701
941,572,15,1402,701
975,565,16,1429,715
975,565,16,1429,715
926,568,15,1371,686
926,568,15,1371,686
782,577,13,1214,607
782,577,13,1214,607
485,592,10,959,479
485,592,10,959,479
315,614,7,648,324
315,614,7,648,324
42,612,2,190,95
42,612,2,190,95
151,595,1,63,31
151,595,1,63,31
363,641,5,514,257
363,641,5,514,257
595,584,10,904,452
595,584,10,904,452
820,588,13,1232,616
820,588,13,1232,616
915,573,15,1380,690
915,573,15,1380,690
922,581,12,1161,580
922,581,12,1161,580
912,572,15,1381,691
912,572,15,1381,691
781,580,13,1224,612
781,580,13,1224,612
582,595,10,963,481
582,595,10,963,481
329,604,6,572,286
329,604,6,572,286
61,612,2,175,88
61,612,2,175,88
111,616,1,77,39
111,616,1,77,39
338,639,4,411,206
338,639,4,411,206
604,580,8,769,384
604,580,8,769,384
802,580,14,1280,640
802,580,14,1280,640
911,578,14,1347,674
911,578,14,1347,674
655,567,11,997,498
655,567,11,997,498
688,590,16,1487,743
688,590,16,1487,743
742,590,10,949,474
742,590,10,949,474
583,592,9,900,450
583,592,9,900,450
328,603,5,528,264
328,603,5,528,264
61,607,2,157,78
61,607,2,157,78
168,587,1,58,29
168,587,1,58,29
403,592,5,445,222
403,592,5,445,222
627,577,9,856,428
627,577,9,856,428
695,578,12,1148,574
695,578,12,1148,574
804,598,6,540,270
804,598,6,540,270
948,563,15,1371,685
948,563,15,1371,685
856,558,16,1392,696
856,558,16,1392,696
677,560,14,1289,644
677,560,14,1289,644
540,593,10,980,490
540,593,10,980,490
285,602,5,526,263
285,602,5,526,263
49,596,1,125,63
49,596,1,125,63
157,618,1,93,46
157,618,1,93,46
372,580,5,434,217
372,580,5,434,217
578,576,9,840,420
578,576,9,840,420
649,589,12,1115,558
649,589,12,1115,558
856,575,13,1226,613
856,575,13,1226,613
869,584,12,1141,571
869,584,12,1141,571
874,574,13,1236,618
874,574,13,1236,618
745,583,12,1130,565
745,583,12,1130,565
548,598,9,855,428
548,598,9,855,428
299,609,5,530,265
299,609,5,530,265
54,607,2,174,87
54,607,2,174,87
179,604,1,53,26
179,604,1,53,26
419,576,5,479,239
419,576,5,479,239
645,589,10,918,459
645,589,10,918,459
827,586,13,1213,607
827,586,13,1213,607
941,571,15,1367,684
941,571,15,1367,684
972,561,16,1422,711
972,561,16,1422,711
915,558,15,1340,670
915,558,15,1340,670
775,566,13,1186,593
775,566,13,1186,593
563,581,10,932,466
563,581,10,932,466
298,598,6,564,282
298,598,6,564,282
53,600,2,175,88
53,600,2,175,88
181,597,1,56,28
181,597,1,56,28
420,573,5,489,245
420,573,5,489,245
642,590,10,905,452
642,590,10,905,452
815,589,13,1206,603
815,589,13,1206,603
920,576,15,1374,687
920,576,15,1374,687
931,563,15,1383,692
931,563,15,1383,692
886,558,14,1293,647
886,558,14,1293,647
658,561,12,1132,566
658,561,12,1132,566
439,581,10,951,476
439,581,10,951,476
256,600,6,562,281
256,600,6,562,281
39,605,1,140,70
39,605,1,140,70
70,605,1,87,44
70,605,1,87,44
147,624,2,213,106
147,624,2,213,106
299,622,4,373,186
299,622,4,373,186
629,615,10,1027,513
629,615,10,1027,513
803,595,13,1236,618
803,595,13,1236,618
816,591,10,971,485
816,591,10,971,485
864,583,14,1324,662
864,583,14,1324,662
768,587,11,1081,540
768,587,11,1081,540
416,598,7,634,317
416,598,7,634,317
119,605,3,278,139
119,605,3,278,139
151,589,1,77,39
151,589,1,77,39
378,634,3,354,177
378,634,3,354,177
583,581,7,620,310
583,581,7,620,310
733,600,10,953,477
733,600,10,953,477
527,589,12,1149,575
527,589,12,1149,575
468,609,6,631,315
468,609,6,631,315
380,599,4,383,191
380,599,4,383,191
209,603,3,327,164
209,603,3,327,164
102,593,1,103,52
102,593,1,103,52
48,564,0,24,12
48,564,0,24,12
17,587,0,45,22
17,587,0,45,22
31,592,1,59,29
31,592,1,59,29
99,602,1,73,37
99,602,1,73,37
189,627,3,283,141
189,627,3,283,141
314,637,4,379,189
314,637,4,379,189
281,602,9,830,415
281,602,9,830,415
377,629,5,515,258
377,629,5,515,258
257,611,9,861,431
257,611,9,861,431
405,617,7,661,330
405,617,7,661,330
284,601,6,602,301
284,601,6,602,301
75,611,2,191,95
75,611,2,191,95
18,580,0,36,18
18,580,0,36,18
52,598,1,72,36
52,598,1,72,36
305,640,3,294,147
305,640,3,294,147
541,587,9,879,440
541,587,9,879,440
779,594,12,1197,598
779,594,12,1197,598
884,570,15,1347,674
884,570,15,1347,674
902,568,15,1391,696
902,568,15,1391,696
818,570,15,1367,683
818,570,15,1367,683
678,587,14,1312,656
678,587,14,1312,656
418,601,9,916,458
418,601,9,916,458
78,600,2,155,77
78,600,2,155,77
147,616,1,113,57
147,616,1,113,57
365,618,4,451,225
365,618,4,451,225
597,576,10,921,460
597,576,10,921,460
781,574,13,1181,591
781,574,13,1181,591
850,557,15,1307,654
850,557,15,1307,654
914,552,16,1409,704
914,552,16,1409,704
878,562,15,1344,672
878,562,15,1344,672
738,564,12,1122,561
738,564,12,1122,561
532,576,9,853,426
532,576,9,853,426
276,591,5,508,254
276,591,5,508,254
41,594,2,163,81
41,594,2,163,81
159,619,1,116,58
159,619,1,116,58
347,619,4,374,187
347,619,4,374,187
537,580,9,853,427
537,580,9,853,427
658,599,10,1004,502
658,599,10,1004,502
725,590,11,1079,539
725,590,11,1079,539
853,579,13,1177,588
853,579,13,1177,588
811,582,12,1098,549
811,582,12,1098,549
691,587,10,941,470
691,587,10,941,470
436,593,8,746,373
436,593,8,746,373
238,603,3,321,161
238,603,3,321,161
43,586,1,110,55
43,586,1,110,55
137,620,1,113,57
137,620,1,113,57
283,629,3,270,135
283,629,3,270,135
474,587,8,735,368
474,587,8,735,368
636,594,12,1136,568
636,594,12,1136,568
688,601,11,1100,550
688,601,11,1100,550
870,578,15,1352,676
870,578,15,1352,676
778,584,14,1287,643
778,584,14,1287,643
587,594,9,835,417
587,594,9,835,417
316,604,6,538,269
316,604,6,538,269
156,602,2,200,100
156,602,2,200,100
32,577,0,46,23
32,577,0,46,23
49,594,1,62,31
49,594,1,62,31
98,624,3,266,133
98,624,3,266,133
189,607,1,116,58
189,607,1,116,58
238,621,3,279,139
238,621,3,279,139
280,621,3,302,151
280,621,3,302,151
189,620,3,270,135
189,620,3,270,135
249,614,5,463,231
249,614,5,463,231
370,597,6,577,289
370,597,6,577,289
274,610,8,812,406
274,610,8,812,406
58,583,1,62,31
58,583,1,62,31
19,548,0,12,6
19,548,0,12,6
26,570,0,20,10
26,570,0,20,10
129,625,2,156,78
129,625,2,156,78
417,648,5,482,241
417,648,5,482,241
567,629,9,903,452
567,629,9,903,452
693,637,7,676,338
693,637,7,676,338
807,601,15,1458,729
807,601,15,1458,729
768,591,14,1313,656
768,591,14,1313,656
566,614,9,898,449
566,614,9,898,449
444,621,9,861,430
444,621,9,861,430
135,637,5,499,249
135,637,5,499,249
26,602,1,87,43
26,602,1,87,43
171,641,1,127,63
171,641,1,127,63
322,601,5,469,234
322,601,5,469,234
497,634,5,492,246
497,634,5,492,246
773,611,11,1083,541
773,611,11,1083,541
858,586,13,1230,615
858,586,13,1230,615
862,575,13,1233,617
862,575,13,1233,617
771,575,12,1153,576
771,575,12,1153,576
577,584,12,1086,543
577,584,12,1086,543
307,597,8,812,406
307,597,8,812,406
94,612,2,235,118
94,612,2,235,118
26,588,1,105,52
26,588,1,105,52
187,636,1,115,58
187,636,1,115,58
364,597,4,426,213
364,597,4,426,213
553,584,8,797,399
553,584,8,797,399
762,594,11,1061,530
762,594,11,1061,530
909,585,14,1311,656
909,585,14,1311,656
931,572,14,1298,649
931,572,14,1298,649
874,575,14,1267,633
874,575,14,1267,633
732,579,12,1082,541
732,579,12,1082,541
468,594,8,774,387
468,594,8,774,387
275,603,3,272,136
275,603,3,272,136
54,605,1,141,71
54,605,1,141,71
193,620,1,89,45
193,620,1,89,45
406,588,5,511,255
406,588,5,511,255
637,569,9,830,415
637,569,9,830,415
819,576,12,1146,573
819,576,12,1146,573
934,564,14,1288,644
934,564,14,1288,644
962,553,15,1329,665
962,553,15,1329,665
898,558,14,1280,640
898,558,14,1280,640
738,577,9,811,406
738,577,9,811,406
472,579,10,959,479
472,579,10,959,479
233,557,2,135,67
233,557,2,135,67
39,583,1,69,34
39,583,1,69,34
41,559,0,8,4
41,559,0,8,4
213,590,1,94,47
213,590,1,94,47
460,596,6,537,269
460,596,6,537,269
683,574,10,924,462
683,574,10,924,462
857,578,13,1208,604
857,578,13,1208,604
962,561,15,1325,662
962,561,15,1325,662
985,553,15,1349,675
985,553,15,1349,675
921,554,14,1291,645
921,554,14,1291,645
775,568,12,1138,569
775,568,12,1138,569
530,583,3,280,140
530,583,3,280,140
303,597,5,474,237
303,597,5,474,237
56,585,1,94,47
56,585,1,94,47
175,624,1,127,63
175,624,1,127,63
345,589,3,237,119
345,589,3,237,119
629,580,8,707,354
629,580,8,707,354
730,596,7,684,342
730,596,7,684,342
891,572,14,1311,656
891,572,14,1311,656
949,566,14,1300,650
949,566,14,1300,650
667,566,9,865,432
667,566,9,865,432
557,589,12,1146,573
557,589,12,1146,573
473,605,9,863,431
473,605,9,863,431
136,611,4,398,199
136,611,4,398,199
35,620,2,174,87
35,620,2,174,87
162,633,1,120,60
162,633,1,120,60
360,657,3,304,152
360,657,3,304,152
635,614,9,911,455
635,614,9,911,455
739,644,10,1048,524
739,644,10,1048,524
819,623,12,1217,608
819,623,12,1217,608
847,609,15,1487,743
847,609,15,1487,743
728,613,14,1408,704
728,613,14,1408,704
747,615,12,1192,596
747,615,12,1192,596
565,627,9,933,466
565,627,9,933,466
318,636,6,594,297
318,636,6,594,297
68,634,2,193,96
68,634,2,193,96
43,565,0,10,5
43,565,0,10,5
239,588,1,108,54
239,588,1,108,54
484,614,6,618,309
484,614,6,618,309
707,602,11,1044,522
707,602,11,1044,522
877,613,14,1350,675
877,613,14,1350,675
976,591,16,1499,750
976,591,16,1499,750
994,582,16,1513,757
994,582,16,1513,757
925,576,15,1426,713
925,576,15,1426,713
774,587,13,1249,625
774,587,13,1249,625
529,603,10,942,471
529,603,10,942,471
291,622,6,601,301
291,622,6,601,301
57,610,1,132,66
57,610,1,132,66
45,569,0,10,5
45,569,0,10,5
207,606,1,138,69
207,606,1,138,69
451,599,6,555,278
451,599,6,555,278
668,582,10,938,469
668,582,10,938,469
837,592,13,1229,614
837,592,13,1229,614
937,583,15,1374,687
937,583,15,1374,687
957,568,15,1376,688
957,568,15,1376,688
893,573,14,1325,663
893,573,14,1325,663
748,585,12,1119,559
748,585,12,1119,559
530,599,9,838,419
530,599,9,838,419
214,610,5,492,246
214,610,5,492,246
29,587,1,83,41
29,587,1,83,41
143,615,1,94,47
143,615,1,94,47
349,623,4,381,190
349,623,4,381,190
465,596,9,908,454
465,596,9,908,454
689,607,6,586,293
689,607,6,586,293
742,581,12,1154,577
742,581,12,1154,577
614,597,8,763,381
614,597,8,763,381
614,580,13,1240,620
614,580,13,1240,620
401,610,2,192,96
401,610,2,192,96
439,601,8,785,393
439,601,8,785,393
217,620,4,397,199
217,620,4,397,199
38,612,2,156,78
38,612,2,156,78
41,574,0,18,9
41,574,0,18,9
188,615,1,139,69
188,615,1,139,69
406,592,5,510,255
406,592,5,510,255
623,577,9,877,439
623,577,9,877,439
799,593,12,1172,586
799,593,12,1172,586
808,578,14,1303,652
808,578,14,1303,652
808,586,13,1220,610
808,586,13,1220,610
811,579,14,1305,652
811,579,14,1305,652
512,579,13,1192,596
512,579,13,1192,596
259,595,5,493,247
259,595,5,493,247
87,620,2,230,115
87,620,2,230,115
31,570,1,49,25
31,570,1,49,25
45,578,0,21,10
45,578,0,21,10
203,624,2,199,99
203,624,2,199,99
454,599,6,533,267
454,599,6,533,267
684,583,10,935,468
684,583,10,935,468
865,586,13,1235,618
865,586,13,1235,618
977,568,15,1377,689
977,568,15,1377,689
993,561,16,1411,706
993,561,16,1411,706
847,591,10,990,495
847,591,10,990,495
743,566,13,1215,607
743,566,13,1215,607
522,595,3,289,145
522,595,3,289,145
246,600,4,398,199
246,600,4,398,199
57,587,1,73,37
57,587,1,73,37
55,564,0,15,7
55,564,0,15,7
252,606,1,134,67
252,606,1,134,67
494,587,6,588,294
494,587,6,588,294
719,577,11,980,490
719,577,11,980,490
895,577,14,1268,634
895,577,14,1268,634
1002,565,16,1435,718
1002,565,16,1435,718
1025,552,16,1458,729
1025,552,16,1458,729
960,562,15,1389,694
960,562,15,1389,694
813,597,11,1077,539
813,597,11,1077,539
596,583,10,930,465
596,583,10,930,465
331,604,6,538,269
331,604,6,538,269
72,600,2,175,88
72,600,2,175,88
56,561,0,14,7
56,561,0,14,7
235,617,1,146,73
235,617,1,146,73
427,638,5,502,251
427,638,5,502,251
720,582,10,924,462
720,582,10,924,462
832,580,13,1180,590
832,580,13,1180,590
826,605,6,618,309
826,605,6,618,309
945,563,15,1359,679
945,563,15,1359,679
859,568,14,1275,638
859,568,14,1275,638
587,596,7,714,357
587,596,7,714,357
380,602,4,428,214
380,602,4,428,214
180,615,5,482,241
180,615,5,482,241
48,589,1,107,53
48,589,1,107,53
58,578,0,22,11
58,578,0,22,11
249,622,2,154,77
249,622,2,154,77
489,603,6,582,291
489,603,6,582,291
710,598,10,991,495
710,598,10,991,495
880,611,13,1293,647
880,611,13,1293,647
980,587,15,1415,708
980,587,15,1415,708
996,574,15,1422,711
996,574,15,1422,711
924,566,15,1324,662
924,566,15,1324,662
770,569,13,1148,574
770,569,13,1148,574
548,585,9,889,444
548,585,9,889,444
285,605,6,549,275
285,605,6,549,275
59,593,1,118,59
59,593,1,118,59
37,564,0,23,11
37,564,0,23,11
212,634,2,181,91
212,634,2,181,91
402,591,5,471,235
402,591,5,471,235
641,596,5,486,243
641,596,5,486,243
711,594,12,1099,550
711,594,12,1099,550
684,605,11,1062,531
684,605,11,1062,531
688,582,11,1038,519
688,582,11,1038,519
483,594,15,1452,726
483,594,15,1452,726
567,614,8,837,419
567,614,8,837,419
273,623,5,468,234
273,623,5,468,234
101,620,2,174,87
101,620,2,174,87
31,603,1,87,44
31,603,1,87,44
23,558,0,12,6
23,558,0,12,6
134,629,2,153,77
134,629,2,153,77
291,634,4,456,228
291,634,4,456,228
383,623,6,582,291
383,623,6,582,291
354,618,2,248,124
354,618,2,248,124
332,626,4,452,226
332,626,4,452,226
363,626,6,595,298
363,626,6,595,298
400,636,6,646,323
400,636,6,646,323
451,622,9,857,429
451,622,9,857,429
278,630,4,413,206
278,630,4,413,206
88,620,3,280,140
88,620,3,280,140
17,610,1,126,63
17,610,1,126,63
63,538,0,7,3
63,538,0,7,3
227,589,2,178,89
227,589,2,178,89
306,607,5,458,229
306,607,5,458,229
544,613,5,483,241
544,613,5,483,241
860,570,15,1361,681
860,570,15,1361,681
962,562,16,1449,725
962,562,16,1449,725
783,570,15,1380,690
783,570,15,1380,690
527,579,13,1218,609
527,579,13,1218,609
348,654,10,1062,531
348,654,10,1062,531
265,635,5,479,239
265,635,5,479,239
108,579,1,52,26
108,579,1,52,26
40,582,0,29,15
40,582,0,29,15
109,626,2,188,94
109,626,2,188,94
239,630,3,324,162
239,630,3,324,162
578,623,5,519,259
578,623,5,519,259
537,605,9,895,447
537,605,9,895,447
315,617,5,464,232
315,617,5,464,232
473,606,6,572,286
473,606,6,572,286
646,584,13,1193,596
646,584,13,1193,596
402,590,1,110,55
402,590,1,110,55
276,603,8,813,407
276,603,8,813,407
137,620,3,295,148
137,620,3,295,148
44,597,2,151,75
44,597,2,151,75
49,573,0,24,12
49,573,0,24,12
153,623,1,122,61
153,623,1,122,61
303,619,1,147,73
303,619,1,147,73
524,625,9,946,473
524,625,9,946,473
570,627,5,491,245
570,627,5,491,245
840,629,14,1379,689
840,629,14,1379,689
953,570,16,1511,755
953,570,16,1511,755
886,563,15,1375,687
886,563,15,1375,687
740,576,13,1190,595
740,576,13,1190,595
530,598,10,964,482
530,598,10,964,482
262,612,5,537,268
262,612,5,537,268
40,605,1,121,60
40,605,1,121,60
69,586,0,29,14
69,586,0,29,14
261,605,2,212,106
261,605,2,212,106
499,588,7,648,324
499,588,7,648,324
720,577,11,1054,527
720,577,11,1054,527
892,570,14,1316,658
892,570,14,1316,658
995,562,16,1440,720
995,562,16,1440,720
1015,551,16,1455,727
1015,551,16,1455,727
927,553,16,1419,709
927,553,16,1419,709
694,561,12,1056,528
694,561,12,1056,528
452,578,9,803,401
452,578,9,803,401
201,594,6,534,267
201,594,6,534,267
41,605,3,287,144
41,605,3,287,144
42,590,0,44,22
42,590,0,44,22
75,637,3,267,134
75,637,3,267,134
109,604,1,99,50
109,604,1,99,50
252,624,3,324,162
252,624,3,324,162
190,616,1,149,74
190,616,1,149,74
218,632,3,267,133
218,632,3,267,133
288,609,2,158,79
288,609,2,158,79
335,629,4,392,196
335,629,4,392,196
463,616,12,1164,582
463,616,12,1164,582
276,587,11,1083,542
276,587,11,1083,542
99,593,1,117,59
99,593,1,117,59
20,594,1,69,35
20,594,1,69,35
72,577,0,19,10
72,577,0,19,10
282,628,2,222,111
282,628,2,222,111
530,603,7,716,358
530,603,7,716,358
750,596,12,1141,571
750,596,12,1141,571
920,586,15,1403,702
920,586,15,1403,702
1020,566,17,1502,751
1020,566,17,1502,751
1036,558,17,1521,760
1036,558,17,1521,760
965,563,16,1450,725
965,563,16,1450,725
813,569,14,1272,636
813,569,14,1272,636
595,570,9,817,408
595,570,9,817,408
334,606,6,574,287
334,606,6,574,287
79,612,2,210,105
79,612,2,210,105
35,590,0,35,17
35,590,0,35,17
133,630,1,119,60
133,630,1,119,60
492,611,7,684,342
492,611,7,684,342
679,595,12,1116,558
679,595,12,1116,558
616,617,10,1034,517
616,617,10,1034,517
428,627,7,728,364
428,627,7,728,364
358,603,6,538,269
358,603,6,538,269
438,622,4,361,180
438,622,4,361,180
407,619,5,534,267
407,619,5,534,267
247,614,3,340,170
247,614,3,340,170
